color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,is_color,log_budget,log_gross,roi,review_ratio,votes_per_review,actor_lead_share,director_share,movie_age,imdb_binned
Color,Jeff Nathanson,42,93,23,596,Glenn Morshower,2000,463730,Comedy,Matthew Broderick,3789,5240,Tim Blake Nelson,10,fbi|movie producer|sting operation|undercover|urination,39,English,USA,R,20000000,2004,894,1.85,89,1,16.81124288,13.04705992,-0.976764662,0.906976744,94.725,0.381606564,0.004388475,22,AVG
Color,Alex Proyas,118,98,295,380,Bai Ling,720,50693162,Action|Drama|Fantasy,Michael Wincott,136580,2630,David Patrick Kelly,0,back from the dead|crime boss|crow|gothic|vigilante,545,English,USA,R,23000000,1994,581,1.85,15000,1,16.95100482,17.74130161,1.203998174,4.579831933,250.1465201,0.273660205,0.112124667,32,HIT
Color,S.S. Rajamouli,44,159,50,72,Anushka Shetty,218,6498000,Action|Adventure|Drama|Fantasy|War,Tamannaah Bhatia,62756,554,Prabhas,1,ancient india|dual role|good versus evil|hindu|kingdom,410,Telugu,India,R,18026148,2015,133,1.85,21000,1,16.70733398,15.68700515,-0.639488176,9.111111111,152.6909976,0.392792793,0.09009009,11,HIT
Color,Robert Schwentke,214,107,124,100,Brooklynn Proulx,152,63411478,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,114925,568,Michelle Nolden,1,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,234,English,USA,PG-13,39000000,2009,142,2.35,13000,1,17.47907223,17.96515546,0.625919284,1.088372093,489.0425532,0.267135325,0.217926186,17,HIT
Color,Michael Lehmann,110,102,36,433,Stephen Collins,747,42640890,Comedy|Romance,Colin Ferguson,32412,1930,Tom Everett Scott,1,meddling|psychologist|sobbing female|subtitled scene|you can say that again joke,184,English,USA,PG-13,20000000,2007,452,1.85,0,1,16.81124288,17.56832423,1.131987901,1.657657658,175.2,0.386846194,0.01864319,19,AVG
Color,Rob Cohen,187,106,357,4000,Vin Diesel,23000,144512310,Action|Crime|Thriller,Paul Walker,272227,45327,Jordana Brewster,2,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988,English,USA,PG-13,38000000,2001,14000,2.35,14000,1,17.45309674,18.78887526,2.802881766,5.255319149,275.2548028,0.507412637,0.007875927,25,HIT
 Black and White,Tim Burton,370,87,13000,787,Catherine O'Hara,940,35287788,Animation|Comedy|Family|Horror|Sci-Fi,Martin Landau,73886,4774,Atticus Shaffer,0,dog|life|remake by original director|science|stop motion animation,165,English,USA,PG,39000000,2012,925,1.85,25000,0,17.47907223,17.37904754,-0.095182483,0.444743935,445.0963855,0.196858639,2.722513089,14,HIT
Color,Joss Whedon,276,119,0,279,Sean Maher,2000,25335935,Action|Adventure|Sci-Fi|Thriller,Adam Baldwin,242599,2853,Michael Hitchcock,0,alliance|cannibalism|future|operative|planet,1594,English,USA,PG-13,40000000,2005,505,2.35,14000,1,17.50439004,17.04773434,-0.36659246,5.754512635,152.0996865,0.700770848,0,21,HIT
Color,Charles S. Dutton,76,110,534,511,Charles S. Dutton,865,5881504,Biography|Drama|Romance|Sport,Omar Epps,5917,2972,Tim Daly,2,boxer|boxing|boxing arena|boxing manager|directed by co star,50,English,USA,PG-13,39000000,2004,534,2.35,177,1,17.47907223,15.58732324,-0.849170432,0.649350649,116.0196078,0.2909519,0.179616549,22,AVG
Color,Richard Lester,95,125,44,420,Robert Vaughn,593,60000000,Action|Comedy|Sci-Fi,Margot Kidder,49934,2329,Jackie Cooper,1,computer|high school|kryptonite|smallville|villain,224,English,UK,PG,39000000,1983,542,2.35,0,1,17.47907223,17.90985514,0.538447732,2.333333333,221.9288889,0.254506438,0.01888412,43,AVG
Color,Peter Segal,211,113,88,785,Sylvester Stallone,22000,29802761,Comedy|Sport,Robert De Niro,46480,36009,Oscar Gale,1,broke|promoter|retirement|trainer|training,115,English,USA,PG-13,40000000,2013,13000,1.85,12000,1,17.50439004,17.21011163,-0.254924602,0.54245283,400.6896552,0.610941405,0.002443766,13,HIT
Color,John Woo,160,150,610,478,Tony Chiu Wai Leung,755,626809,Action|Adventure|Drama|History|War,Takeshi Kaneshiro,36894,2172,Wei Zhao,4,alliance|battle|china|chinese|strategy,105,Mandarin,China,R,553632000,2008,643,2.35,0,1,20.13201077,13.34839874,-0.99886602,0.652173913,348.0566038,0.347445927,0.280717902,18,HIT
Color,Andy Tennant,97,108,72,559,Mary Lynn Rajskub,982,127214072,Comedy|Romance,Ethan Embry,83786,4251,Courtney Gains,1,alabama|divorce|divorce papers|husband wife relationship|new york city,392,English,USA,PG-13,38000000,2002,935,2.35,0,1,17.45309674,18.66138184,2.347676956,4,213.1959288,0.230950141,0.016933208,24,HIT
Color,Robert Luketic,174,96,126,954,John Michael Higgins,18000,88915214,Comedy|Romance,Gerard Butler,163665,22436,Eric Winter,2,call in|chick flick|date|hot air balloon|show producer,169,English,USA,R,38000000,2009,957,2.35,9000,1,17.45309674,18.30319383,1.339838794,0.965714286,962.7352941,0.80224629,0.005615724,17,HIT
Color,Jonathan Lynn,23,93,36,275,Phil Hartman,592,30400000,Comedy,Austin Pendleton,17810,2176,Max Casella,2,greenland|military|revenge|soldier|u.s. soldier,73,English,USA,PG,39000000,1996,516,2.35,478,1,17.47907223,17.2299532,-0.220507166,3.041666667,240.6756757,0.271933854,0.016536518,30,AVG
Color,Robert Rodriguez,103,100,0,1000,Alexa PenaVega,12000,85570368,Action|Adventure|Comedy|Family|Sci-Fi,Steve Buscemi,44885,18291,Emily Osment,1,island|mad scientist|scientist|sequel|spy,107,English,USA,PG,38000000,2002,2000,1.85,478,1,17.45309674,18.26484962,1.251818847,1.028846154,415.6018519,0.656024492,0,24,AVG
Color,David Carson,98,118,18,906,Alan Ruck,1000,75668868,Action|Adventure|Mystery|Sci-Fi|Thriller,LeVar Burton,60504,6427,Jonathan Frakes,0,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice,249,English,USA,PG,35000000,1994,946,2.35,0,1,17.37085865,18.14187739,1.161934459,2.515151515,242.016,0.155569384,0.002800249,32,HIT
Color,Kar-Wai Wong,273,122,0,7,Hye-kyo Song,643,6594136,Action|Biography|Drama,Tony Chiu Wai Leung,24557,943,Elvis Tsui,1,challenge|china|hong kong|martial arts|martial arts master,111,Mandarin,Hong Kong,PG-13,38600000,2013,290,2.35,13000,1,17.46876286,15.70169148,-0.829145981,0.405109489,219.2589286,0.681144068,0,13,HIT
Color,Francis Lawrence,279,120,508,1000,Christoph Waltz,21000,58700247,Drama|Romance,Robert Pattinson,95367,36062,James Frain,1,circus|circus vargas|elephant|fear|train,260,English,USA,PG-13,38000000,2011,11000,2.35,33000,1,17.45309674,17.88795451,0.544729007,0.928571429,365.3908046,0.582314283,0.01408646,15,HIT
Color,Steven Spielberg,22,60,0,501,Wayne Knight,23000,25445749,Comedy|Family|Sci-Fi,Joseph Gordon-Levitt,38383,25160,Kristen Johnston,4,alien|digit in title|human form|number 3 in title|talking on a rooftop,86,English,USA,TV-PG,20000000,2005,967,1.33,0,1,16.81124288,17.05205929,0.272273836,3.739130435,441.183908,0.914113112,0,21,HIT
Color,Yuefeng Song,4,88,0,46,Bianca Collins,76,25445749,Adventure|Animation|Family|Fantasy,Blythe Auffarth,2169,196,Jiao Xu,0,based on novel,18,English,China,R,40000000,2014,47,2.35,0,1,17.50439004,17.05205929,-0.363847179,3.6,114.1578947,0.385786802,0,12,HIT
 Black and White,Norman Jewison,65,146,278,494,Vincent Pastore,18000,50668906,Biography|Drama|Sport,Denzel Washington,76016,20516,Deborah Kara Unger,0,african american|book|boxer|boxing|murder,265,English,USA,R,38000000,1999,584,1.85,0,0,17.45309674,17.74082301,0.33338349,4.015151515,285.7744361,0.877321246,0.013549739,27,HIT
Color,Michael Apted,98,115,150,789,Jeff Kober,970,39177215,Crime|Drama|Thriller,Bill Cobbs,30667,3770,Billy Campbell,1,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt,234,English,USA,PG-13,38000000,2002,919,2.35,0,1,17.45309674,17.48360591,0.030978527,2.363636364,130.4978723,0.2572262,0.039777247,24,AVG
Color,David Mirkin,116,123,7,692,Anne Bancroft,931,40334024,Comedy|Crime|Romance,Sarah Silverman,44168,2912,Jeffrey Jones,3,bank|infidelity|millionaire|money|scam,216,English,USA,PG-13,35000000,2001,754,2.35,989,1,17.37085865,17.51270596,0.152396332,1.846153846,203.5391705,0.319601785,0.002403021,25,HIT
Color,Andy Fickman,76,94,99,377,Daniella Alonso,598,71038190,Action|Comedy|Crime,D.B. Woodside,23473,3552,Eduardo Verástegui,1,character name in title|no opening credits|sequel|wilhelm scream,123,English,USA,PG,30000000,2015,557,1.85,8000,1,17.21670797,18.07872819,1.36789407,1.597402597,189.2983871,0.168308472,0.027863777,11,AVG
Color,Luis Mandoki,106,102,43,280,Shirley Knight,308,24044532,Drama|Romance,Sonia Braga,19686,1440,Kari Matchett,0,apartment|fate|gun|love|mysterious man,180,English,USA,R,38000000,2001,285,1.85,689,1,17.45309674,16.99541821,-0.367239494,1.682242991,108.7624309,0.213740458,0.029840389,25,AVG
Color,John Pasquin,55,98,11,466,Ken Marino,854,22770864,Comedy|Drama,Jim Belushi,8433,2765,Kelly Lynch,1,bully|co worker|divorce|fight|karate,85,English,USA,PG,38000000,2001,543,1.85,168,1,17.45309674,16.94099243,-0.400756191,1.517857143,98.05813953,0.308749096,0.003976862,25,AVG
Color,Roman Polanski,172,133,2000,541,Frank Langella,40000,18653746,Mystery|Thriller,Johnny Depp,137722,42344,Lena Olin,1,bare butt|gnosticism|lucifer|rare book|sex,638,English,Spain,R,38000000,1999,903,2.35,0,1,17.45309674,16.7415576,-0.50909855,3.687861272,215.5273865,0.944621561,0.047231078,27,HIT
Color,Michael Apted,47,118,150,182,Paul Guilfoyle,24000,17305211,Crime|Drama|Mystery|Thriller,J.K. Simmons,14066,24547,Bill Nunn,0,cartoon on tv|doctor|emergency room|hospital|nudity,75,English,USA,R,38000000,1996,210,2.35,352,1,17.45309674,16.66651829,-0.544585379,1.5625,185.0789474,0.977676389,0.006110477,30,HIT
Color,Stephen Herek,107,105,65,108,Dagmara Dominczyk,628,16991902,Drama|Music,Beth Grant,34592,1265,Matthew Glave,0,cover band|fired from a job|heavy metal|rock star|tribute band,191,English,USA,R,57000000,2001,316,2.35,0,1,17.85856184,16.64824749,-0.701884142,1.768518519,180.1666667,0.496050553,0.051342812,25,HIT
Color,Lee Daniels,323,109,304,736,Gabourey Sidibe,940,47536959,Drama,Mo'Nique,86955,3277,Mariah Carey,0,abuse|african american lesbian|lesbian|lesbian couple|school,275,English,USA,R,10000000,2009,906,1.85,12000,1,16.11809575,17.67701807,3.753320568,0.848765432,315.0543478,0.28676022,0.092739475,17,HIT
Color,Ridley Scott,37,129,0,982,Jason Marsden,12000,10300000,Adventure|Drama,Jeff Bridges,17859,16237,Ethan Embry,4,acrophobia|jamaica|male bonding|prostitute|tragedy,89,English,USA,PG-13,38000000,1996,1000,2.35,911,1,17.45309674,16.14765455,-0.728928186,2.342105263,198.4333333,0.739007267,0,30,HIT
Color,John Carpenter,297,109,0,145,Richard Masur,957,13782838,Horror|Mystery|Sci-Fi,Wilford Brimley,258078,1757,David Clennon,0,alien creature|alien life form|antarctica|isolation|paranoia,911,English,USA,R,15000000,1982,163,2.35,23000,1,16.52356083,16.43893483,-0.081138724,3.05704698,282.9802632,0.544368601,0,44,HIT
Color,David Twohy,302,127,123,904,Nolan Gerard Funk,14000,41997790,Action|Sci-Fi|Thriller,Vin Diesel,125305,17551,Bokeem Woodbine,0,alien|left for dead|mercenary|survival|vomiting,343,English,USA,R,38000000,2013,924,2.35,39000,1,17.45309674,17.55312758,0.105202232,1.132013201,364.2587209,0.7976299,0.007007748,13,HIT
Color,Jeb Stuart,38,118,11,12,Claudia Stedelin,37,6482195,Crime|Mystery|Thriller,Gregory Scott Cummins,9740,74,Ted Markland,1,deputy|fbi agent|knife held to throat|serial killer|sheriff,81,English,USA,R,37000000,1997,12,2.35,389,1,17.4264285,15.6845699,-0.824783249,2.076923077,118.7804878,0.493333333,0.146666667,29,HIT
Color,Steve Miner,31,110,49,427,Usher Raymond,1000,623374,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,4757,2120,Leonor Varela,2,army|mexican|orphan|texas|texas ranger,67,English,USA,PG-13,38000000,2001,569,2.35,474,1,17.45309674,13.34290354,-0.983569538,2.09375,69.95588235,0.471475719,0.02310231,25,AVG
Color,Gil Kenan,118,90,27,260,Toby Jones,13000,7871693,Adventure|Family|Fantasy|Sci-Fi,Bill Murray,52908,15494,Harry Treadaway,0,box|food|mayor|pipeworks|scientist,102,English,USA,PG,55000000,2008,2000,2.35,0,1,17.82284376,15.87878385,-0.85686273,0.857142857,513.6699029,0.838980316,0.001742498,18,HIT
Color,Paul Thomas Anderson,546,144,0,15,Jeffrey W. Jenkins,378,16377274,Drama,Mike Howard,105144,427,Bruce Goodchild,31,drifter|past life regression|psychological testing|right hand man|scientology,405,English,USA,R,32000000,2012,18,1.85,27000,1,17.28124649,16.61140526,-0.488194931,0.740402194,258.9753695,0.88317757,0,14,HIT
Color,David Leland,21,97,2,217,Ryan Cartwright,4000,25445749,Adventure|Comedy|History|Romance,Hayden Christensen,6691,4900,David Walliams,2,breasts|nude nun|plague|russian nobleman|two word title,28,English,Italy,R,38000000,2007,476,1.85,366,1,17.45309674,17.05205929,-0.330366332,1.272727273,230.7241379,0.816159967,0.00040808,19,AVG
 Black and White,Gary Fleder,86,130,39,534,Nicole Beharie,2000,9589875,Biography|Drama|Sport,Dennis Quaid,16673,5162,Charles S. Dutton,0,african american|coach|football movie|nonlinear timeline|syracuse university,45,English,USA,PG,40000000,2008,898,2.35,0,0,17.50439004,16.07621852,-0.760234119,0.517241379,362.4565217,0.387371683,0.007553748,18,HIT
Color,J Blakeson,194,112,5,724,Maggie Siff,17000,34912982,Action|Adventure|Sci-Fi|Thriller,Chloë Grace Moretz,55617,19974,Nick Robinson,0,alien|attack|based on novel|based on young adult novel|fear,266,English,USA,PG-13,38000000,2016,1000,2.35,14000,1,17.45309674,17.36836932,-0.081235178,1.364102564,208.3033708,0.85106383,0.000250313,10,AVG
Color,Ryan Coogler,437,133,0,531,Phylicia Rashad,13000,109712885,Drama|Sport,Sylvester Stallone,146708,15106,Graham McTavish,1,boxing|boxing match|fight|montage|philadelphia,362,English,USA,PG-13,35000000,2015,597,2.35,70000,1,17.37085865,18.51337738,2.134592869,0.826484018,404.15427,0.860528232,0,11,HIT
Color,Ben Affleck,378,150,0,206,Jon Hamm,10000,92173235,Crime|Drama|Thriller,Jeremy Renner,280228,14296,Owen Burke,7,bank manager|bank robbery|criminal gang|heist|prison,420,English,USA,R,37000000,2010,4000,2.35,29000,1,17.4264285,18.33918036,1.491128213,1.10817942,665.6247031,0.699447437,0,16,HIT
Color,Kirk Jones,170,110,52,651,Dennis Quaid,10000,41102171,Comedy|Drama|Romance,Anna Kendrick,57266,13396,Thomas Lennon,12,baby|expecting twins|hawaiian shirt|photographer|pregnancy,89,English,USA,PG-13,40000000,2012,2000,2.35,14000,1,17.50439004,17.53157152,0.027553586,0.520467836,636.2888889,0.746435769,0.003881466,14,AVG
Color,Ethan Coen,341,96,1000,681,Brad Pitt,24000,60338891,Comedy|Drama,J.K. Simmons,248468,36093,Kevin Sussman,0,cia|divorce|embassy|gym|memoir,545,English,USA,R,37000000,2008,11000,1.85,0,1,17.4264285,17.91548743,0.63076379,1.593567251,455.0695971,0.664930459,0.027705436,18,HIT
Color,Jennifer Flackett,139,96,3,35,Anthony Simcoe,18000,48006503,Adventure|Comedy|Family|Fantasy,Gerard Butler,28109,18178,Christopher James Baker,3,author|girl|island|reading|scientist,110,English,USA,PG,37000000,2008,82,2.35,0,1,17.4264285,17.68684706,0.297465014,0.785714286,253.2342342,0.990153474,0.000165026,18,AVG
Color,Ron Howard,393,123,2000,471,Olivia Wilde,26000,26903709,Action|Biography|Drama|Sport,Chris Hemsworth,312629,37206,Alexandra Maria Lara,0,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,475,English,UK,R,38000000,2013,10000,2.35,83000,1,17.45309674,17.10777475,-0.291999974,1.205583756,656.7836134,0.698793238,0.053753326,13,HIT
Color,Paul Thomas Anderson,224,188,0,272,Neil Flynn,786,22450975,Drama,Patton Oswalt,241030,1906,Jim Meskimen,1,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,1437,English,USA,R,37000000,1999,625,2.35,13000,1,17.4264285,16.92684465,-0.393206265,6.386666667,167.6147427,0.412165705,0,27,HIT
Color,Kevin Smith,203,107,0,574,Tracy Morgan,13000,44867349,Action|Comedy|Crime,Bruce Willis,75347,14483,Kevin Pollak,2,baseball card|detective|partner|thief|wedding,176,English,USA,R,37000000,2010,642,2.35,0,1,17.4264285,17.61922092,0.212625307,0.862745098,425.6892655,0.897542115,0,16,AVG
Color,Christian Ditter,148,110,11,591,Damon Wayans Jr.,2000,46813366,Comedy|Romance,Alison Brie,39440,4882,Nicholas Braun,4,motor scooter|new york city|newborn baby|scooter|single,83,English,USA,R,38000000,2016,756,2.35,15000,1,17.45309674,17.66167934,0.231924581,0.55704698,469.5238095,0.409584272,0.002252713,10,HIT
Color,Charles Martin Smith,131,113,188,631,Michael Roark,11000,72279690,Drama|Family,Morgan Freeman,17948,14209,Harry Connick Jr.,5,boy|dolphin|prosthetics|tail|trap,86,English,USA,PG,37000000,2011,680,1.85,0,1,17.4264285,18.09605375,0.953479365,0.651515152,206.2988506,0.774102745,0.01323012,15,HIT
Color,Catherine Hardwicke,350,122,308,10000,Taylor Lautner,17000,191449475,Drama|Fantasy|Romance,Kristen Stewart,348007,44060,Anna Kendrick,1,blood|high school|love|school|vampire,1535,English,USA,PG-13,37000000,2008,12000,2.35,19000,1,17.4264285,19.0701345,4.174197319,4.373219373,226.5670573,0.385828737,0.006990309,18,AVG
Color,Nick Cassavetes,129,116,415,644,Laura Harring,18000,71026631,Crime|Drama|Thriller,Denzel Washington,98899,20970,Anne Heche,1,health care|heart transplant|hospital|hostage|insurance,394,English,USA,PG-13,36000000,2002,669,1.85,0,1,17.39902952,18.07856546,0.972934946,3.030769231,250.3772152,0.858328167,0.019789233,24,HIT
Color,Les Mayfield,40,93,10,405,Dave Chappelle,789,68208190,Action|Comedy|Crime|Thriller,Peter Greene,60572,2986,Tamala Jones,1,detective|diamond|jewel|police|thief,144,English,USA,PG-13,65000000,1999,744,1.85,0,1,17.98989784,18.03807522,0.04935601,3.512195122,417.737931,0.264144627,0.003347841,27,HIT
Color,Rawson Marshall Thurber,289,118,43,651,Molly C. Quinn,740,150368971,Comedy|Crime,Laura-Leigh,316671,3425,Thomas Lennon,4,fake family|male frontal nudity|marijuana|mexico|stripper,301,English,USA,R,37000000,2013,707,2.35,35000,1,17.4264285,18.82860265,3.063943434,1.037931034,1048.57947,0.21599533,0.01255108,13,HIT
Color,Fedor Bondarchuk,14,115,35,30,Fedor Bondarchuk,463,25445749,Action|Adventure|Sci-Fi,Yuliya Snigir,4387,599,Aleksey Serebryakov,0,22nd century|first part|friend|guard|space opera,21,Russian,Russia,R,29500000,2009,35,2.35,240,1,17.19990086,17.05205929,-0.137427579,1.4,199.4090909,0.771666667,0.058333333,17,AVG
Color,Jonathan Mostow,72,93,84,263,M.C. Gainey,551,50129186,Action|Crime|Drama|Mystery|Thriller,Kathleen Quinlan,38399,1874,J.T. Walsh,0,car breakdown|diner|jeep|paranoia|violence,218,English,USA,R,36000000,1997,284,2.35,0,1,17.39902952,17.73011397,0.392466487,2.98630137,175.3378995,0.293866667,0.0448,29,HIT
Color,Irvin Kershner,89,121,883,133,Klaus Maria Brandauer,180,55500000,Action|Adventure|Thriller,Bernie Casey,48636,762,Barbara Carrera,3,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,214,English,UK,PG,36000000,1983,172,2.35,0,1,17.39902952,17.8318936,0.541651621,2.377777778,226.2139535,0.235910878,1.157273919,43,HIT
Color,Steve Pink,265,101,38,318,Collette Wolfe,496,50213619,Comedy|Sci-Fi,Charlie McDermott,139184,1272,Crystal Lowe,8,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,243,English,USA,R,36000000,2010,390,1.85,12000,1,17.39902952,17.73179686,0.394811783,0.913533835,570.4262295,0.389630793,0.029850746,16,HIT
Color,Charles Martin Smith,54,107,188,631,Taylor Blackwell,11000,42019483,Drama|Family,Morgan Freeman,6069,13904,Harry Connick Jr.,0,dolphin|latex gloves|medical scrubs|purple gloves|turtle,33,English,USA,PG,36000000,2014,641,1.85,0,1,17.39902952,17.55364397,0.167203217,0.6,178.5,0.791082344,0.013520316,12,HIT
Color,John Frankenheimer,126,124,287,475,James Frain,9000,23360779,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,Charlize Theron,31113,10838,Clarence Williams III,0,casino|christmas|christmas season|girlfriend|release from prison,212,English,USA,R,34000000,2000,1000,2.35,852,1,17.34187111,16.96656911,-0.312909061,1.669291339,146.0704225,0.830334902,0.026478457,26,AVG
Color,F. Gary Gray,110,109,473,582,Jeff Kober,14000,26183197,Action|Crime|Drama|Thriller,Vin Diesel,38348,16611,Larenz Tate,0,bust|dea|drug cartel|justice|tragic hero,135,English,USA,R,36000000,2003,919,2.35,0,1,17.39902952,17.08062847,-0.272681398,1.216216216,281.9705882,0.842764267,0.028473393,23,HIT
Color,Cameron Crowe,138,105,488,13000,Bradley Cooper,15000,20991497,Comedy|Drama|Romance,Emma Stone,39778,44037,Bill Murray,1,box office flop|critically bashed|hawaii|one word title|written by director,172,English,USA,PG-13,37000000,2015,14000,1.85,11000,1,17.4264285,16.85962806,-0.43265055,1.237410072,229.9306358,0.340614923,0.011081339,11,AVG
Color,Rob Reiner,31,130,0,723,Virginia Madsen,2000,13052741,Drama|History,Alexa PenaVega,8531,3968,Craig T. Nelson,0,activist|assassin|civil rights|trial|widow,57,English,USA,PG-13,36000000,1996,912,1.85,591,1,17.39902952,16.38450878,-0.637406155,1.78125,147.0862069,0.503905266,0,30,HIT
Color,Scott Hicks,95,127,96,577,Reeve Carney,746,14378353,Drama|Mystery|Romance|Thriller,Rick Yune,12375,2393,Daniel von Bargen,1,fisherman|japanese|love|trial|washington state,194,English,USA,PG-13,36000000,1999,602,2.35,846,1,17.39902952,16.48123444,-0.600584623,2.020833333,63.46153846,0.311612364,0.040100251,27,HIT
Color,Mikael Håfström,267,114,101,2000,Colin O'Donoghue,12000,33037754,Drama|Horror|Mystery|Thriller,Anthony Hopkins,75864,19904,Toby Jones,1,demon|exorcism|exorcist|faith|seminary,197,English,USA,PG-13,37000000,2011,3000,2.35,23000,1,17.4264285,17.31316156,-0.107084836,0.735074627,383.1515152,0.602863602,0.005074102,15,AVG
Color,Andrew Niccol,175,106,487,263,Xander Berkeley,685,12339633,Drama|Sci-Fi|Thriller,Blair Underwood,220591,1942,Mason Gamble,2,accident|future|genetics|mission|police,641,English,USA,PG-13,36000000,1997,485,2.35,17000,1,17.39902952,16.32832692,-0.657214161,3.642045455,343.5996885,0.352547607,0.250643335,29,HIT
Color,Andrew Bergman,63,95,31,450,Nathan Lane,944,2954405,Biography|Comedy|Romance,Stockard Channing,1977,2928,John Larroquette,0,autistic son|cancer|female protagonist|new york city|son,64,English,USA,R,36000000,2000,886,1.85,133,1,17.39902952,14.89880817,-0.917907697,1,30.41538462,0.322294298,0.010583817,26,AVG
Color,Kirk De Micco,85,81,16,387,Kenan Thompson,541,30105968,Adventure|Animation|Comedy|Family|Sci-Fi,Cheryl Hines,8860,2268,Omid Abtahi,0,astronaut|attacked by a plant|planet|senator|space travel,45,English,USA,G,37000000,2008,521,2.35,279,1,17.4264285,17.22023402,-0.186320154,0.523255814,192.6086957,0.238431027,0.007051565,18,AVG
Color,Chris Rock,44,95,0,642,Dylan Baker,1000,37788228,Comedy,Bernie Mac,15046,4537,Tracy Morgan,1,alderman|party|president|presidential candidate|washington d.c.,80,English,USA,PG-13,35200000,2003,812,1.85,638,1,17.37655667,17.44750821,0.073527116,1.777777778,185.7530864,0.220361393,0,23,AVG
Color,Todd Phillips,334,108,480,706,Rob Riggle,14000,277313371,Comedy,Bradley Cooper,583341,17623,Mike Epps,3,drunkenness|female nudity|hangover|hedonism|morning after,626,English,USA,R,35000000,2009,839,2.35,24000,1,17.37085865,19.44065873,6.92304137,1.868656716,930.3684211,0.794371312,0.027235588,17,HIT
Color,Wilson Yip,78,105,25,51,Lynn Hung,461,2126511,Action|Biography|Drama|History,Mike Tyson,21912,615,Kwok-Kwan Chan,0,1950s|cancer|hong kong|martial arts school|wing chun,45,Cantonese,Hong Kong,PG-13,36000000,2015,79,2.35,12000,1,17.39902952,14.56999364,-0.940904114,0.569620253,476.3478261,0.748376623,0.040584416,11,HIT
Color,Jay Roach,199,95,116,481,Verne Troyer,45000,205399422,Action|Adventure|Comedy|Crime,Muse Watson,181225,47203,Robert Wagner,1,penis joke|phallic image|sexy agent|spy|volcano hideout,784,English,USA,PG-13,33000000,1999,645,2.35,0,1,17.31201815,19.14046705,5.224066604,3.92,230.8598726,0.953309042,0.002457419,27,HIT
Color,Tim Burton,186,126,13000,488,Jack Palance,920,251188924,Action|Adventure,Michael Gough,269033,2725,William Hootkins,0,city|dc comics|gotham|pantyhose|police,817,English,USA,PG-13,35000000,1989,549,1.85,12000,1,17.37085865,19.3417159,6.176649924,4.368983957,328.891198,0.337490829,4.76889215,37,HIT
Color,Roland Joffé,77,102,596,785,Dougray Scott,877,1068392,Biography|Drama|War,Jordi Mollà,3865,3497,Lily Cole,0,dying|forgiveness|saint|spanish civil war|starts with narration,53,English,Spain,PG-13,36000000,2011,794,2.35,2000,1,17.39902952,13.88166621,-0.970295492,0.679487179,71.57407407,0.250714694,0.170383076,15,AVG
Color,Richard Donner,68,121,503,94,Nick Chinlund,808,144731527,Action|Crime|Thriller,Rene Russo,128010,1446,Stuart Wilson,2,gangster|gun|internal affairs|police|police officer,136,English,USA,R,35000000,1992,277,2.35,0,1,17.37085865,18.79039105,3.135096912,1.971014493,934.379562,0.558396683,0.347615757,34,HIT
Color,John Lee Hancock,261,129,102,624,Quinton Aaron,768,255950375,Biography|Drama|Sport,Catherine Dyer,223127,3389,Kim Dickens,0,american football|based on true story|football star|high school football|left tackle,420,English,USA,PG-13,29000000,2009,734,1.85,38000,1,17.18280642,19.36049414,7.825605152,1.603053435,529.9928741,0.226548673,0.030088496,17,HIT
Color,Steven Spielberg,5,43,0,452,Aimee Garcia,778,25445749,Action|Comedy|Crime,Jon Foo,2185,2255,Wendie Malick,2,based on novel,30,English,USA,TV-14,20000000,2005,618,16,0,1,16.81124288,17.05205929,0.272273836,5,70.48387097,0.344858156,0,21,AVG
Color,Robert Rodriguez,122,88,0,640,Cheech Marin,2000,112692062,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,84325,4499,Daryl Sabara,0,brother sister relationship|espionage|rescue|secret agent|spy,205,English,USA,PG,35000000,2001,843,1.85,0,1,17.37085865,18.54016955,2.21970978,1.666666667,409.3446602,0.444444444,0,25,AVG
Color,Seth Gordon,340,106,91,64,Lindsay Sloane,18000,117528646,Comedy|Crime,Kevin Spacey,353442,18669,Reginald Ballard,5,black comedy|boss|chemical company|dental assistant|murder,387,English,USA,R,35000000,2011,464,2.35,31000,1,17.37085865,18.58219267,2.357893946,1.134897361,910.9329897,0.964113551,0.00487413,15,HIT
